date;home_team_name;away_team_name;home_score;away_score;;;;;
2016-11-19;KACM Marrakech;Ittihad Tanger;2;1;;;;;
2016-11-20;OCK Khouribga;RCA ;0;0;;;;;
2016-11-20;Moghreb Tétouan;KAC Kénitra;4;1;;;;;
2016-11-20;FUS Rabat ;Hassania Agadir;1;2;;;;;
2016-11-20;Chabab Rif Al Hoceima;FAR Rabat;0;0;;;;;
2016-11-23;FUS Rabat ;FAR Rabat;1;1;;;;;
2016-11-23;Chabab Atlas Khénifra;Olympique club de safi ;1;0;;;;;
2016-11-25;Hassania Agadir;KACM Marrakech;1;0;;;;;
2016-11-26;KAC Kénitra;RSB Berkane;1;0;;;;;
2016-11-26;JSK Chabab Kasbat Tadla;Moghreb Tétouan;0;1;;;;;
2016-11-26;Ittihad Tanger;OCK Khouribga;1;0;;;;;
2016-11-26;D.H. Eljadida;Chabab Rif Al Hoceima;3;1;;;;;
2016-11-27;RCA ;WAC Casablanca;0;0;;;;;
2016-11-27;Olympique club de safi;FUS Rabat;1;0;;;;;
2016-11-27;FAR Rabat;Chabab Atlas Khénifra;1;0;;;;;
2016-12-02;FAR Rabat;D.H. Eljadida;2;4;;;;;
2016-12-02;Chabab Atlas Khénifra;FUS Rabat;1;3;;;;;
2016-12-03;WAC Casablanca;Ittihad Tanger;2;2;;;;;
2016-12-03;RSB Berkane;JSK Chabab Kasbat Tadla;3;0;;;;;
2016-12-03;Moghreb Tétouan;RCA ;0;1;;;;;
2016-12-04;OCK Khouribga;Hassania Agadir;1;1;;;;;
2016-12-04;KACM Marrakech;Olympique club de safi ;0;1;;;;;
2016-12-04;Chabab Rif Al Hoceima;KAC Kénitra;0;0;;;;;
2016-12-06;D.H. Eljadida;FUS Rabat;1;0;;;;;
2016-12-07;RSB Berkane;WAC Casablanca;1;1;;;;;
2016-12-07;RCA ;Ittihad Tanger;0;1;;;;;
2016-12-09;Olympique club de safi;OCK Khouribga;1;0;;;;;
2016-12-10;KAC Kénitra;FAR Rabat;1;2;;;;;
2016-12-10;FUS Rabat ;KACM Marrakech;3;2;;;;;
2016-12-10;D.H. Eljadida;Chabab Atlas Khénifra;2;1;;;;;
2016-12-11;JSK Chabab Kasbat Tadla;Chabab Rif Al Hoceima;1;1;;;;;
2016-12-11;Ittihad Tanger;Moghreb Tétouan;0;1;;;;;
2016-12-11;Hassania Agadir;WAC Casablanca;1;1;;;;;
2016-12-12;RCA ;RSB Berkane;1;1;;;;;
2016-12-14;FUS Rabat ;KAC Kénitra;1;0;;;;;
2016-12-16;FAR Rabat;JSK Chabab Kasbat Tadla;2;2;;;;;
2016-12-17;Moghreb Tétouan;Hassania Agadir;0;1;;;;;
2016-12-17;Chabab Rif Al Hoceima;RCA ;1;2;;;;;
2016-12-17;Chabab Atlas Khénifra;KACM Marrakech;3;0;;;;;
2016-12-18;WAC Casablanca;Olympique club de safi ;1;1;;;;;
2016-12-18;RSB Berkane;Ittihad Tanger;0;0;;;;;
2016-12-18;OCK Khouribga;FUS Rabat;1;0;;;;;
2016-12-18;D.H. Eljadida;KAC Kénitra;0;0;;;;;
2016-12-23;RCA ;FAR Rabat;1;1;;;;;
2016-12-24;Hassania Agadir;RSB Berkane;1;2;;;;;
2016-12-24;FUS Rabat ;WAC Casablanca;1;2;;;;;
2016-12-24;Chabab Atlas Khénifra;KAC Kénitra;4;0;;;;;
2016-12-25;Olympique club de safi;Moghreb Tétouan;1;1;;;;;
2016-12-25;KACM Marrakech;OCK Khouribga;1;2;;;;;
2016-12-25;JSK Chabab Kasbat Tadla;D.H. Eljadida;0;0;;;;;
2016-12-25;Ittihad Tanger;Chabab Rif Al Hoceima;4;1;;;;;
2016-12-30;WAC Casablanca;KACM Marrakech;2;3;;;;;
2016-12-30;RSB Berkane;Olympique club de safi ;1;0;;;;;
2016-12-30;Chabab Rif Al Hoceima;Hassania Agadir;1;0;;;;;
2016-12-31;OCK Khouribga;Chabab Atlas Khénifra;1;0;;;;;
2016-12-31;D.H. Eljadida;RCA ;0;0;;;;;
2017-01-01;Moghreb Tétouan;FUS Rabat;1;1;;;;;
2017-01-01;KAC Kénitra;JSK Chabab Kasbat Tadla;3;2;;;;;
2017-01-01;FAR Rabat;Ittihad Tanger;0;0;;;;;
2017-02-03;RSB Berkane;FUS Rabat;1;0;;;;;
2017-02-03;FAR Rabat;Hassania Agadir;2;0;;;;;
2017-02-04;KAC Kénitra;RCA ;0;2;;;;;
2017-02-04;D.H. Eljadida;Ittihad Tanger;4;1;;;;;
2017-02-04;Chabab Rif Al Hoceima;Olympique club de safi ;0;0;;;;;
2017-02-05;WAC Casablanca;OCK Khouribga;4;1;;;;;
2017-02-05;Moghreb Tétouan;KACM Marrakech;1;2;;;;;
2017-02-05;JSK Chabab Kasbat Tadla;Chabab Atlas Khénifra;1;1;;;;;
2017-02-10;OCK Khouribga;Moghreb Tétouan;4;1;;;;;
2017-02-11;Olympique club de safi;FAR Rabat;1;1;;;;;
2017-02-11;Hassania Agadir;D.H. Eljadida;0;1;;;;;
2017-02-12;RCA ;JSK Chabab Kasbat Tadla;3;0;;;;;
2017-02-12;KACM Marrakech;RSB Berkane;1;2;;;;;
2017-02-12;Chabab Atlas Khénifra;WAC Casablanca;1;1;;;;;
2017-02-17;RCA ;Chabab Atlas Khénifra;1;0;;;;;
2017-02-18;RSB Berkane;OCK Khouribga;2;0;;;;;
2017-02-18;Moghreb Tétouan;WAC Casablanca;0;1;;;;;
2017-02-19;KAC Kénitra;Hassania Agadir;2;2;;;;;
2017-02-19;D.H. Eljadida;Olympique club de safi ;1;1;;;;;
2017-02-19;Chabab Rif Al Hoceima;KACM Marrakech;1;0;;;;;
2017-02-22;FUS Rabat ;Chabab Rif Al Hoceima;2;0;;;;;
2017-02-22;Ittihad Tanger;KAC Kénitra;1;0;;;;;
2017-02-24;Hassania Agadir;JSK Chabab Kasbat Tadla;2;1;;;;;
2017-02-25;WAC Casablanca;RSB Berkane;1;0;;;;;
2017-02-25;KACM Marrakech;FAR Rabat;1;2;;;;;
2017-02-25;Chabab Atlas Khénifra;Moghreb Tétouan;0;0;;;;;
2017-02-26;Olympique club de safi;KAC Kénitra;2;1;;;;;
2017-02-26;OCK Khouribga;Chabab Rif Al Hoceima;1;1;;;;;
2017-02-26;Ittihad Tanger;RCA ;1;2;;;;;
2017-02-26;FUS Rabat ;D.H. Eljadida;1;0;;;;;
2017-03-01;JSK Chabab Kasbat Tadla;Ittihad Tanger;1;1;;;;;
2017-03-01;FAR Rabat;FUS Rabat;2;1;;;;;
2017-03-03;RCA ;Hassania Agadir;1;0;;;;;
2017-03-03;Chabab Rif Al Hoceima;WAC Casablanca;1;2;;;;;
2017-03-04;RSB Berkane;Moghreb Tétouan;1;0;;;;;
2017-03-04;D.H. Eljadida;KACM Marrakech;1;0;;;;;
2017-03-05;Ittihad Tanger;Chabab Atlas Khénifra;0;0;;;;;
2017-03-05;JSK Chabab Kasbat Tadla;Olympique club de safi ;1;3;;;;;
2017-03-05;KAC Kénitra;FUS Rabat;2;2;;;;;
2017-03-05;FAR Rabat;OCK Khouribga;4;2;;;;;
2017-03-10;KACM Marrakech;KAC Kénitra;1;1;;;;;
2017-03-11;Moghreb Tétouan;Chabab Rif Al Hoceima;2;1;;;;;
2017-03-11;Chabab Atlas Khénifra;RSB Berkane;0;0;;;;;
2017-03-12;Olympique club de safi;RCA ;0;0;;;;;
2017-03-12;OCK Khouribga;D.H. Eljadida;0;0;;;;;
2017-03-18;Chabab Rif Al Hoceima;RSB Berkane;1;1;;;;;
2017-03-19;KAC Kénitra;OCK Khouribga;2;1;;;;;
2017-03-19;JSK Chabab Kasbat Tadla;KACM Marrakech;3;2;;;;;
2017-03-19;Hassania Agadir;Chabab Atlas Khénifra;1;1;;;;;
2017-03-19;FAR Rabat;Moghreb Tétouan;2;2;;;;;
2017-04-01;FUS Rabat ;JSK Chabab Kasbat Tadla;2;1;;;;;
2017-04-02;Hassania Agadir;Ittihad Tanger;0;4;;;;;
2017-04-03;WAC Casablanca;FAR Rabat;1;1;;;;;
2017-04-05;RCA ;FUS Rabat;2;0;;;;;
2017-04-07;OCK Khouribga;JSK Chabab Kasbat Tadla;0;1;;;;;
2017-04-08;WAC Casablanca;KAC Kénitra;1;0;;;;;
2017-04-08;RSB Berkane;FAR Rabat;0;2;;;;;
2017-04-08;Moghreb Tétouan;D.H. Eljadida;0;2;;;;;
2017-04-09;Olympique club de safi;Hassania Agadir;1;0;;;;;
2017-04-09;Chabab Atlas Khénifra;Chabab Rif Al Hoceima;3;0;;;;;
2017-04-11;KACM Marrakech;RCA ;0;0;;;;;
2017-04-12;D.H. Eljadida;WAC Casablanca;0;0;;;;;
2017-04-14;KAC Kénitra;Moghreb Tétouan;3;0;;;;;
2017-04-15;RCA ;OCK Khouribga;0;1;;;;;
2017-04-15;Olympique club de safi;Chabab Atlas Khénifra;1;0;;;;;
2017-04-16;JSK Chabab Kasbat Tadla;WAC Casablanca;0;2;;;;;
2017-04-16;FAR Rabat;Chabab Rif Al Hoceima;4;1;;;;;
2017-04-16;D.H. Eljadida;RSB Berkane;0;0;;;;;
2017-04-19;Ittihad Tanger;Olympique club de safi ;1;0;;;;;
2017-04-21;KACM Marrakech;Hassania Agadir;1;1;;;;;
2017-04-21;Chabab Rif Al Hoceima;D.H. Eljadida;0;1;;;;;
2017-04-22;RSB Berkane;KAC Kénitra;3;0;;;;;
2017-04-22;Moghreb Tétouan;JSK Chabab Kasbat Tadla;4;0;;;;;
2017-04-22;Chabab Atlas Khénifra;FAR Rabat;0;0;;;;;
2017-04-23;WAC Casablanca;RCA ;1;0;;;;;
2017-04-23;OCK Khouribga;Ittihad Tanger;2;1;;;;;
2017-04-23;FUS Rabat ;Olympique club de safi ;1;0;;;;;
2017-04-26;FUS Rabat ;Ittihad Tanger;1;0;;;;;
2017-04-28;Olympique club de safi;KACM Marrakech;2;1;;;;;
2017-04-28;D.H. Eljadida;FAR Rabat;2;1;;;;;
2017-04-29;RCA ;Moghreb Tétouan;4;0;;;;;
2017-04-29;JSK Chabab Kasbat Tadla;RSB Berkane;2;0;;;;;
2017-04-29;Hassania Agadir;OCK Khouribga;1;0;;;;;
2017-04-30;KAC Kénitra;Chabab Rif Al Hoceima;1;2;;;;;
2017-04-30;Ittihad Tanger;WAC Casablanca;0;1;;;;;
2017-04-30;FUS Rabat ;Chabab Atlas Khénifra;2;0;;;;;
2017-05-03;Ittihad Tanger;KACM Marrakech;0;2;;;;;
2017-05-03;Hassania Agadir;FUS Rabat;2;1;;;;;
2017-05-07;WAC Casablanca;Hassania Agadir;2;0;;;;;
2017-05-07;RSB Berkane;RCA ;1;1;;;;;
2017-05-07;OCK Khouribga;Olympique club de safi ;4;0;;;;;
2017-05-07;Moghreb Tétouan;Ittihad Tanger;0;1;;;;;
2017-05-07;KACM Marrakech;FUS Rabat;1;0;;;;;
2017-05-07;FAR Rabat;KAC Kénitra;2;1;;;;;
2017-05-07;Chabab Rif Al Hoceima;JSK Chabab Kasbat Tadla;2;1;;;;;
2017-05-07;Chabab Atlas Khénifra;D.H. Eljadida;2;2;;;;;
2017-05-14;RCA ;Chabab Rif Al Hoceima;2;1;;;;;
2017-05-14;KACM Marrakech;Chabab Atlas Khénifra;2;1;;;;;
2017-05-14;KAC Kénitra;D.H. Eljadida;1;2;;;;;
2017-05-14;JSK Chabab Kasbat Tadla;FAR Rabat;2;1;;;;;
2017-05-14;Ittihad Tanger;RSB Berkane;0;0;;;;;
2017-05-14;Hassania Agadir;Moghreb Tétouan;2;1;;;;;
2017-05-17;Olympique club de safi;WAC Casablanca;1;2;;;;;
2017-05-17;FUS Rabat ;OCK Khouribga;1;3;;;;;
2017-05-21;RSB Berkane;Hassania Agadir;1;0;;;;;
2017-05-21;OCK Khouribga;KACM Marrakech;0;4;;;;;
2017-05-21;Moghreb Tétouan;Olympique club de safi ;1;0;;;;;
2017-05-21;KAC Kénitra;Chabab Atlas Khénifra;1;1;;;;;
2017-05-21;FAR Rabat;RCA ;1;1;;;;;
2017-05-21;D.H. Eljadida;JSK Chabab Kasbat Tadla;6;1;;;;;
2017-05-21;Chabab Rif Al Hoceima;Ittihad Tanger;1;0;;;;;
2017-05-25;Chabab Atlas Khénifra;OCK Khouribga;1;0;;;;;
2017-05-25;Ittihad Tanger;FAR Rabat;2;1;;;;;
2017-05-26;Olympique club de safi;RSB Berkane;0;1;;;;;
2017-05-26;JSK Chabab Kasbat Tadla;KAC Kénitra;0;0;;;;;
2017-05-26;Hassania Agadir;Chabab Rif Al Hoceima;3;1;;;;;
2017-05-26;RCA ;D.H. Eljadida;4;1;;;;;
2017-05-29;FUS Rabat ;Moghreb Tétouan;1;1;;;;;
2017-05-29;KACM Marrakech;WAC Casablanca;2;3;;;;;
2017-06-13;WAC Casablanca;FUS Rabat;1;2;;;;;
2017-09-08;Racing de Casablanca;KACM Marrakech;1;2;;;;;
2017-09-08;FAR Rabat;Rapide club oued zem;0;0;;;;;
2017-09-09;RSB Berkane;Ittihad Tanger;0;3;;;;;
2017-09-09;D.H. Eljadida;Chabab Atlas Khénifra;0;0;;;;;
2017-09-09;Chabab Rif Al Hoceima;Hassania Agadir;1;1;;;;;
2017-09-10;WAC Casablanca;FUS Rabat;1;3;;;;;
2017-09-10;OCK Khouribga;RCA ;1;1;;;;;
2017-09-10;Moghreb Tétouan;Olympique club de safi ;2;2;;;;;
2017-09-16;RCA ;FAR Rabat;2;0;;;;;
2017-09-16;Chabab Atlas Khénifra;Moghreb Tétouan;2;0;;;;;
2017-09-17;Olympique club de safi;Chabab Rif Al Hoceima;2;1;;;;;
2017-09-17;KACM Marrakech;OCK Khouribga;2;1;;;;;
2017-09-17;Ittihad Tanger;Racing de Casablanca;1;1;;;;;
2017-09-17;Hassania Agadir;RSB Berkane;3;0;;;;;
2017-09-23;RSB Berkane;Olympique club de safi ;1;0;;;;;
2017-09-23;RCA ;KACM Marrakech;4;0;;;;;
2017-10-28;Hassania Agadir;KACM Marrakech;1;1;;;;;
2017-10-28;FUS Rabat ;Racing de Casablanca;2;0;;;;;
2017-10-28;Chabab Atlas Khénifra;OCK Khouribga;0;1;;;;;
2017-10-29;Rapide club oued zem;RSB Berkane;1;1;;;;;
2017-10-29;Olympique club de safi;RCA ;2;0;;;;;
2017-10-29;Ittihad Tanger;FAR Rabat;0;1;;;;;
2017-10-29;D.H. Eljadida;Moghreb Tétouan;3;0;;;;;
2017-11-01;Moghreb Tétouan;FUS Rabat;0;2;;;;;
2017-11-03;Racing de Casablanca;Rapide club oued zem;3;1;;;;;
2017-11-04;KACM Marrakech;Olympique club de safi ;1;1;;;;;
2017-11-04;Ittihad Tanger;Hassania Agadir;2;2;;;;;
2017-11-05;RCA ;Chabab Atlas Khénifra;1;2;;;;;
2017-11-05;OCK Khouribga;FUS Rabat;2;1;;;;;
2017-11-05;FAR Rabat;Moghreb Tétouan;2;0;;;;;
2017-11-05;Chabab Rif Al Hoceima;D.H. Eljadida;2;2;;;;;
2017-11-10;Rapide club oued zem;WAC Casablanca;1;1;;;;;
2017-11-15;FAR Rabat;WAC Casablanca;0;0;;;;;
2017-11-17;Olympique club de safi;Ittihad Tanger;1;0;;;;;
2017-11-17;Moghreb Tétouan;Chabab Rif Al Hoceima;0;2;;;;;
2017-11-19;WAC Casablanca;Racing de Casablanca;0;0;;;;;
2017-11-19;Rapide club oued zem;OCK Khouribga;1;0;;;;;
2017-11-19;Hassania Agadir;FAR Rabat;2;2;;;;;
2017-11-19;Chabab Atlas Khénifra;KACM Marrakech;0;0;;;;;
2017-11-22;WAC Casablanca;D.H. Eljadida;2;1;;;;;
2017-11-23;FUS Rabat ;RCA ;0;0;;;;;
2017-11-24;Hassania Agadir;Olympique club de safi ;1;0;;;;;
2017-11-25;RSB Berkane;Moghreb Tétouan;1;2;;;;;
2017-11-25;Ittihad Tanger;Chabab Atlas Khénifra;1;0;;;;;
2017-11-26;Racing de Casablanca;D.H. Eljadida;0;3;;;;;
2017-11-26;OCK Khouribga;WAC Casablanca;0;5;;;;;
2017-11-26;KACM Marrakech;FUS Rabat;2;1;;;;;
2017-11-26;FAR Rabat;Chabab Rif Al Hoceima;2;2;;;;;
2017-11-27;RCA ;Rapide club oued zem;3;1;;;;;
2017-11-29;Moghreb Tétouan;WAC Casablanca;1;2;;;;;
2017-11-29;FUS Rabat ;D.H. Eljadida;1;0;;;;;
2017-12-02;Olympique club de safi;FAR Rabat;1;1;;;;;
2017-12-02;Chabab Rif Al Hoceima;RSB Berkane;1;1;;;;;
2017-12-02;Chabab Atlas Khénifra;Hassania Agadir;1;5;;;;;
2017-12-03;FUS Rabat ;Ittihad Tanger;0;0;;;;;
2017-12-03;D.H. Eljadida;OCK Khouribga;4;1;;;;;
2017-12-04;Rapide club oued zem;KACM Marrakech;1;2;;;;;
2017-12-04;Moghreb Tétouan;Racing de Casablanca;1;1;;;;;
2017-12-06;FUS Rabat ;Chabab Rif Al Hoceima;0;2;;;;;
2017-12-06;D.H. Eljadida;RSB Berkane;1;2;;;;;
2017-12-08;OCK Khouribga;Moghreb Tétouan;1;0;;;;;
2017-12-09;Olympique club de safi;Chabab Atlas Khénifra;1;1;;;;;
2017-12-09;Ittihad Tanger;Rapide club oued zem;1;0;;;;;
2017-12-10;Racing de Casablanca;Chabab Rif Al Hoceima;0;1;;;;;
2017-12-10;Hassania Agadir;FUS Rabat;2;1;;;;;
2017-12-11;FAR Rabat;RSB Berkane;1;3;;;;;
2017-12-12;RCA ;D.H. Eljadida;3;2;;;;;
2017-12-16;RSB Berkane;Racing de Casablanca;4;0;;;;;
2017-12-16;Rapide club oued zem;Hassania Agadir;0;0;;;;;
2017-12-16;FUS Rabat ;Olympique club de safi ;0;0;;;;;
2017-12-17;D.H. Eljadida;KACM Marrakech;1;0;;;;;
2017-12-17;Chabab Rif Al Hoceima;OCK Khouribga;1;1;;;;;
2017-12-17;Chabab Atlas Khénifra;FAR Rabat;0;0;;;;;
2017-12-18;WAC Casablanca;Ittihad Tanger;0;1;;;;;
2017-12-19;Moghreb Tétouan;RCA ;1;3;;;;;
2017-12-20;RSB Berkane;FUS Rabat;0;1;;;;;
2017-12-21;WAC Casablanca;Chabab Rif Al Hoceima;1;0;;;;;
2017-12-22;Olympique club de safi;Rapide club oued zem;0;0;;;;;
2017-12-23;Ittihad Tanger;D.H. Eljadida;1;0;;;;;
2017-12-23;FAR Rabat;Racing de Casablanca;2;0;;;;;
2017-12-23;Chabab Atlas Khénifra;FUS Rabat;1;1;;;;;
2017-12-24;RCA ;Chabab Rif Al Hoceima;1;1;;;;;
2017-12-24;OCK Khouribga;RSB Berkane;1;0;;;;;
2017-12-24;KACM Marrakech;Moghreb Tétouan;0;0;;;;;
2017-12-25;Hassania Agadir;WAC Casablanca;1;0;;;;;
2017-12-27;RSB Berkane;RCA ;1;0;;;;;
2017-12-27;Rapide club oued zem;Chabab Atlas Khénifra;1;0;;;;;
2017-12-27;Racing de Casablanca;OCK Khouribga;2;1;;;;;
2017-12-27;Moghreb Tétouan;Ittihad Tanger;0;1;;;;;
2017-12-27;FAR Rabat;FUS Rabat;0;0;;;;;
2017-12-27;Chabab Rif Al Hoceima;KACM Marrakech;1;0;;;;;
2017-12-28;WAC Casablanca;Olympique club de safi ;0;1;;;;;
2017-12-28;D.H. Eljadida;Hassania Agadir;1;0;;;;;
2017-12-30;RCA ;Racing de Casablanca;2;0;;;;;
2017-12-30;OCK Khouribga;FAR Rabat;1;2;;;;;
2017-12-30;KACM Marrakech;RSB Berkane;0;2;;;;;
2017-12-30;Ittihad Tanger;Chabab Rif Al Hoceima;3;0;;;;;
2017-12-30;FUS Rabat ;Rapide club oued zem;1;0;;;;;
2017-12-31;Olympique club de safi;D.H. Eljadida;2;2;;;;;
2017-12-31;Hassania Agadir;Moghreb Tétouan;2;1;;;;;
2017-12-31;Chabab Atlas Khénifra;WAC Casablanca;0;0;;;;;
2018-01-04;RSB Berkane;WAC Casablanca;2;1;;;;;
2018-01-08;KACM Marrakech;WAC Casablanca;2;1;;;;;
2018-02-10;WAC Casablanca;RCA ;1;2;;;;;
2018-02-10;Hassania Agadir;Chabab Rif Al Hoceima;0;0;;;;;
2018-02-11;Rapide club oued zem;FAR Rabat;0;1;;;;;
2018-02-11;Olympique club de safi;Moghreb Tétouan;0;0;;;;;
2018-02-11;KACM Marrakech;Racing de Casablanca;0;0;;;;;
2018-02-14;Ittihad Tanger;RSB Berkane;2;1;;;;;
2018-02-14;RCA ;OCK Khouribga;4;3;;;;;
2018-02-14;Chabab Atlas Khénifra;D.H. Eljadida;3;3;;;;;
2018-02-14;FUS Rabat ;WAC Casablanca;2;4;;;;;
2018-02-17;Chabab Rif Al Hoceima;Olympique club de safi ;2;1;;;;;
2018-02-18;OCK Khouribga;KACM Marrakech;3;0;;;;;
2018-02-18;WAC Casablanca;Rapide club oued zem;3;1;;;;;
2018-02-18;FAR Rabat;RCA ;2;1;;;;;
2018-02-18;Moghreb Tétouan;Chabab Atlas Khénifra;4;3;;;;;
2018-02-19;Racing de Casablanca;Ittihad Tanger;1;2;;;;;
2018-02-24;Olympique club de safi;RSB Berkane;1;0;;;;;
2018-02-24;FUS Rabat ;Moghreb Tétouan;2;0;;;;;
2018-02-24;Chabab Atlas Khénifra;Chabab Rif Al Hoceima;1;0;;;;;
2018-02-25;Rapide club oued zem;D.H. Eljadida;0;0;;;;;
2018-02-25;KACM Marrakech;RCA ;0;3;;;;;
2018-02-25;Ittihad Tanger;OCK Khouribga;2;0;;;;;
2018-02-25;Hassania Agadir;Racing de Casablanca;2;1;;;;;
2018-02-28;WAC Casablanca;FAR Rabat;3;1;;;;;
2018-02-28;RSB Berkane;Hassania Agadir;1;1;;;;;
2018-02-28;D.H. Eljadida;FUS Rabat;3;0;;;;;
2018-03-02;RCA ;Ittihad Tanger;1;1;;;;;
2018-03-03;RSB Berkane;Chabab Atlas Khénifra;2;1;;;;;
2018-03-03;Moghreb Tétouan;Rapide club oued zem;1;0;;;;;
2018-03-04;Racing de Casablanca;Olympique club de safi ;1;2;;;;;
2018-03-04;OCK Khouribga;Hassania Agadir;2;1;;;;;
2018-03-04;FAR Rabat;KACM Marrakech;2;3;;;;;
2018-03-04;D.H. Eljadida;WAC Casablanca;0;1;;;;;
2018-03-04;Chabab Rif Al Hoceima;FUS Rabat;0;0;;;;;
2018-03-09;Rapide club oued zem;Chabab Rif Al Hoceima;1;0;;;;;
2018-03-10;Ittihad Tanger;KACM Marrakech;1;0;;;;;
2018-03-10;Hassania Agadir;RCA ;1;0;;;;;
2018-03-10;Chabab Atlas Khénifra;Racing de Casablanca;2;0;;;;;
2018-03-11;WAC Casablanca;Moghreb Tétouan;0;0;;;;;
2018-03-11;Olympique club de safi;OCK Khouribga;2;0;;;;;
2018-03-11;FUS Rabat ;RSB Berkane;0;0;;;;;
2018-03-11;D.H. Eljadida;FAR Rabat;1;0;;;;;
2018-03-17;KACM Marrakech;Hassania Agadir;0;0;;;;;
2018-03-18;Racing de Casablanca;FUS Rabat;2;2;;;;;
2018-03-18;OCK Khouribga;Chabab Atlas Khénifra;1;0;;;;;
2018-03-18;FAR Rabat;Ittihad Tanger;2;1;;;;;
2018-03-24;Moghreb Tétouan;FAR Rabat;1;0;;;;;
2018-03-24;FUS Rabat ;OCK Khouribga;0;0;;;;;
2018-03-24;D.H. Eljadida;Chabab Rif Al Hoceima;3;1;;;;;
2018-03-25;Rapide club oued zem;Racing de Casablanca;2;1;;;;;
2018-03-25;Olympique club de safi;KACM Marrakech;2;1;;;;;
2018-03-25;Hassania Agadir;Ittihad Tanger;1;1;;;;;
2018-03-28;Moghreb Tétouan;D.H. Eljadida;1;0;;;;;
2018-03-29;RSB Berkane;Rapide club oued zem;0;0;;;;;
2018-03-29;RCA ;Olympique club de safi ;0;0;;;;;
2018-03-29;Chabab Rif Al Hoceima;WAC Casablanca;0;0;;;;;
2018-03-31;FAR Rabat;Hassania Agadir;0;0;;;;;
2018-03-31;KACM Marrakech;Chabab Atlas Khénifra;1;1;;;;;
2018-04-01;RCA ;FUS Rabat;1;2;;;;;
2018-04-01;OCK Khouribga;Rapide club oued zem;1;0;;;;;
2018-04-01;Ittihad Tanger;Olympique club de safi ;1;0;;;;;
2018-04-02;RSB Berkane;D.H. Eljadida;0;0;;;;;
2018-04-02;Racing de Casablanca;WAC Casablanca;0;1;;;;;
2018-04-02;Chabab Rif Al Hoceima;Moghreb Tétouan;0;2;;;;;
2018-04-07;Olympique club de safi;Hassania Agadir;1;1;;;;;
2018-04-07;Chabab Atlas Khénifra;Ittihad Tanger;0;1;;;;;
2018-04-08;WAC Casablanca;OCK Khouribga;5;2;;;;;
2018-04-08;FUS Rabat ;KACM Marrakech;2;1;;;;;
2018-04-08;D.H. Eljadida;Racing de Casablanca;1;1;;;;;
2018-04-08;Chabab Rif Al Hoceima;FAR Rabat;1;1;;;;;
2018-04-14;RSB Berkane;Chabab Rif Al Hoceima;2;1;;;;;
2018-04-14;RCA ;WAC Casablanca;1;1;;;;;
2018-04-14;FAR Rabat;Olympique club de safi ;3;4;;;;;
2018-04-15;Racing de Casablanca;Moghreb Tétouan;0;2;;;;;
2018-04-15;OCK Khouribga;D.H. Eljadida;3;3;;;;;
2018-04-15;Ittihad Tanger;FUS Rabat;1;2;;;;;
2018-04-16;Hassania Agadir;Chabab Atlas Khénifra;0;0;;;;;
2018-04-18;KACM Marrakech;Rapide club oued zem;3;2;;;;;
2018-04-20;Chabab Rif Al Hoceima;Racing de Casablanca;1;2;;;;;
2018-04-21;WAC Casablanca;KACM Marrakech;4;1;;;;;
2018-04-21;Chabab Atlas Khénifra;Olympique club de safi ;2;0;;;;;
2018-04-22;RSB Berkane;FAR Rabat;2;3;;;;;
2018-04-22;Moghreb Tétouan;OCK Khouribga;2;1;;;;;
2018-04-22;FUS Rabat ;Hassania Agadir;2;1;;;;;
2018-04-22;D.H. Eljadida;RCA ;2;1;;;;;
2018-04-23;Rapide club oued zem;Ittihad Tanger;2;0;;;;;
2018-04-25;WAC Casablanca;RSB Berkane;2;1;;;;;
2018-04-25;Chabab Atlas Khénifra;RCA ;2;3;;;;;
2018-04-27;Olympique club de safi;FUS Rabat;1;0;;;;;
2018-04-28;RCA ;Moghreb Tétouan;0;0;;;;;
2018-04-28;OCK Khouribga;Chabab Rif Al Hoceima;1;1;;;;;
2018-04-28;KACM Marrakech;D.H. Eljadida;2;5;;;;;
2018-04-29;Racing de Casablanca;RSB Berkane;1;3;;;;;
2018-04-29;Ittihad Tanger;WAC Casablanca;0;0;;;;;
2018-04-29;Hassania Agadir;Rapide club oued zem;1;0;;;;;
2018-04-29;FAR Rabat;Chabab Atlas Khénifra;1;2;;;;;
2018-05-02;Rapide club oued zem;RCA ;3;1;;;;;
2018-05-02;Moghreb Tétouan;RSB Berkane;1;0;;;;;
2018-05-05;Rapide club oued zem;Olympique club de safi ;1;0;;;;;
2018-05-05;Racing de Casablanca;FAR Rabat;1;2;;;;;
2018-05-05;Moghreb Tétouan;KACM Marrakech;1;0;;;;;
2018-05-05;FUS Rabat ;Chabab Atlas Khénifra;4;1;;;;;
2018-05-09;Chabab Rif Al Hoceima;RCA ;0;0;;;;;
2018-05-09;D.H. Eljadida;Ittihad Tanger;1;1;;;;;
2018-05-09;RSB Berkane;OCK Khouribga;1;1;;;;;
2018-05-09;WAC Casablanca;Hassania Agadir;1;0;;;;;
2018-05-11;FUS Rabat ;FAR Rabat;1;1;;;;;
2018-05-12;Hassania Agadir;D.H. Eljadida;3;1;;;;;
2018-05-12;Ittihad Tanger;Moghreb Tétouan;2;1;;;;;
2018-05-12;Olympique club de safi;WAC Casablanca;1;1;;;;;
2018-05-12;RCA ;RSB Berkane;2;1;;;;;
